,Title,Author,Price,Sales Rank,Genre/Theme,Published Month,Published Year
7896, Bear on the Loose!: A Branches Book (Hilde Cracks the Case #2): A Branches Book,Joanne Lew-Vriethoff,4.99,77529,Juvenile Fiction,Oct,2017
7897, Engines of Liberty: How Citizen Movements Succeed,David Cole,16.99,77568,Political Science,Oct,2017
7898, Grand Central: How a Train Station Transformed America,Sam Roberts,18.99,77584,Architecture,Sep,2017
7899, Whale Song,Margret Grebowicz,14.95,77587,Nature,Sep,2017
7900, Iggy Peck's Big Project Book for Amazing Architects,Andrea Beaty,14.99,77623,Juvenile Nonfiction,Aug,2017
7901, Boundless,Jillian Tamaki,24.95,77687,Comics & Graphic Novels,May,2017
7902, Turkish Delight,Jan Wolkers,15.95,77747,Fiction,Mar,2017
7903, West of Eden: An American Place,Jean Stein,20.0,77774,Performing Arts,Feb,2017
7904, Bunny's Book Club,Annie Silvestro,17.99,77778,Juvenile Fiction,Feb,2017
7905, A Squash and a Squeeze,Julia Donaldson,16.99,77815,Juvenile Fiction,Dec,2016
7906, When Watched: Stories,Leopoldine Core,16.0,77894,Fiction,Aug,2016
7907, Music for Wartime: Stories,Rebecca Makkai,17.0,77939,Fiction,Jun,2016
7908, Something New: Tales from a Makeshift Bride,Lucy Knisley,19.99,77963,Comics & Graphic Novels,May,2016
7909, Phone Booth,Ariana Kelly,14.95,78078,Literary Criticism,Sep,2015
7910, Radioactive: Marie & Pierre Curie: A Tale of Love and Fallout,Lauren Redniss,23.99,78105,Art,Aug,2015
7911," Richard Scarry's Be Careful, Mr. Frumble!",Richard Scarry,4.99,78217,Juvenile Fiction,Jan,2015
7912, The Baby Tree,Sophie Blackall,17.99,78330,Juvenile Fiction,May,2014
7913, Harvard Square: A Novel,Andre Aciman,15.95,78360,Fiction,Feb,2014
7914, Fresh Off the Boat: A Memoir,Eddie Huang,17.0,78403,Social Science,Nov,2013
7915, Thomas Jefferson: The Art of Power,Jon Meacham,22.0,78413,History,Oct,2013
7916, The Super Book for Super Heroes,Jason Ford,15.95,78415,Juvenile Nonfiction,Oct,2013
7917, Dogs in the Dead of Night,Mary Pope Osborne,5.99,78484,Juvenile Fiction,May,2013
7918," Kane Chronicles, The, Book One The Red Pyramid: The Graphic Novel (Kane Chronicles, The, Book One)",Rick Riordan,12.99,78551,Juvenile Fiction,Oct,2012
7919, We Others: New & Selected Stories,Steven Millhauser,16.95,78559,Fiction,Sep,2012
7920, Cardboard,Doug TenNapel,12.99,78566,Juvenile Fiction,Aug,2012
7921, Why Didn't They Ask Evans?,Agatha Christie,14.99,78613,Fiction,Mar,2012
7922, Woolgathering,Patti Smith,18.95,78643,Biography & Autobiography,Nov,2011
7923, Just Add Magic,Cindy Callaghan,8.99,78766,Juvenile Fiction,Oct,2010
7924, The Salt-Wind: Ka Makani Pa'Akai,Brandy Nalani McDougall,12.95,78910,Poetry,Dec,2008
7925, Many Waters,Madeleine L'Engle,7.99,79027,Juvenile Fiction,May,2007
7926, Abide with Me: A Novel,Elizabeth Strout,17.0,79040,Fiction,Mar,2007
7927, How I Became a Nun,Cesar Aira,13.95,79045,Fiction,Feb,2007
7928, Stevie Wonder's Songs in the Key of Life,Zeth Lundy,14.95,79057,Music,Jan,2007
7929, Chess Novel,Stefan Zweig,14.0,79119,Fiction,Jan,2006
7930, The Body's Question: Poems,Tracy K Smith,16.0,79223,Poetry,Oct,2003
7931, Macbeth (No Fear Shakespeare),SparkNotes,5.95,79244,Literary Criticism,Apr,2003
7932, Importance of Being Earnest,Oscar Wilde,12.0,79319,Literary Criticism,Mar,2001
7933, What's Going on in There?: How the Brain and Mind Develop in the First Five Years of Life,Lise Eliot,22.0,79335,Psychology,Oct,2000
7934," Hi, Cat!",Ezra Jack Keats,16.99,79368,Juvenile Fiction,Jun,1999
7935, Yoko,Rosemary Wells,16.99,79386,Juvenile Fiction,Nov,1998
7936, Selected Poems of Charles Olson,Charles Olson,28.95,79410,Poetry,Dec,1997
7937, The Last Thing He Wanted,Joan Didion,13.95,79417,Fiction,Sep,1997
7938, The Radetzky March,Joseph Roth,24.0,79439,Fiction,Oct,1996
7939, Edwin Mullhouse: The Life and Death of an American Writer 1943-1954 by Jeffrey Cartwright,Steven Millhauser,17.0,79446,Fiction,Apr,1996
7940, Moonwalk: The First Trip to the Moon,Judy Donnelly,4.99,79549,Juvenile Nonfiction,May,1989
7941," Hungry, Hungry Sharks!",Joanna Cole,4.99,79570,Juvenile Nonfiction,Apr,1986
7942, The Bed Moved: Stories,Rebecca Schiff,15.95,79741,Fiction,Feb,2017
7943," Weighing In: Obesity, Food Justice, and the Limits of Capitalism",Julie Guthman,29.95,79754,Medical,Nov,2011
7944, K-pop Confidential (Library Edition),Stephan Lee,26.99,79757,Young Adult Fiction,Sep,2020
7945, Followers: A Novel,Megan Angelo,26.99,79765,Fiction,Jan,2020
7946," Wings of Fire, Book Eleven: The Lost Continent",Tui T Sutherland,16.99,79807,Juvenile Fiction,Jun,2018
7947, Help Yourself: A Guide to Gut Health for People Who Love Delicious Food,Lindsay Maitland Hunt,28.0,79869,Health & Fitness,Aug,2020
7948, Capable Monsters,Marlin M Jenkins,12.0,79873,Poetry,Feb,2020
7949," The Captive Kingdom (The Ascendance Series, Book 4) (Unabridged edition)",Jennifer A Nielsen,39.99,79879,Juvenile Fiction,Oct,2020
7950, The Invisible Circus,Jennifer Egan,16.95,79898,Fiction,Oct,2007
7951, Gothic Tales,Elizabeth Gaskell,17.0,79900,Fiction,Feb,2001
7952, Mulan: The Legend of the Woman Warrior,Faye-Lynn Wu,17.99,79909,Juvenile Fiction,Sep,2019
7953, Moonstruck Volume 2: Some Enchanted Evening,Grace Ellis,14.99,79917,Fiction,Mar,2019
7954, A Girl in Exile: Requiem for Linda B.,Ismail Kadare,16.95,79918,Fiction,Feb,2019
7955, Yes Way Rose: A Guide to the Pink Wine State of Mind,Erica Blumenthal,20.0,79922,Reference,Apr,2019
7956," On Your Mark, Get Set, Gold!: An Irreverent Guide to the Sports of the Summer Games",Scott Allen,19.99,79947,Juvenile Nonfiction,Jul,2020
7957, The Brother Gardeners: A Generation of Gentlemen Naturalists and the Birth of an Obsession,Andrea Wulf,18.95,79953,History,Mar,2010
7958, Low & Slow: Master the Art of Barbecue in 5 Easy Lessons,Gary Wiviott,22.0,79962,Cooking,Apr,2009
7959, Crankenstein,Samantha Berger,17.99,79975,Juvenile Fiction,Aug,2013
7960, Flower School: A Practical Guide to the Art of Flower Arranging,Calvert Crary,32.0,79978,Nature,Nov,2020
7961, Pax,Sara Pennypacker,16.99,79984,Juvenile Fiction,Feb,2016
7962, The Flapper Queens: Women Cartoonists of the Jazz Age,Trina Robbins,34.99,79993,History,Aug,2020
7963, Nico Bravo and the Hound of Hades,Mike Cavallaro,12.99,79994,Juvenile Fiction,Apr,2019
7964, Life,Keith Richards,19.99,79996,Biography & Autobiography,May,2011
7965," Speak, Memory: An Autobiography Revisited",Vladimir Nabokov,16.0,80003,Literary Criticism,Aug,1989
7966, The Scariest Book Ever,Bob Shea,16.99,80009,Juvenile Fiction,Jul,2017
7967, Splat the Cat and the Pumpkin-Picking Plan: Includes More Than 30 Stickers!,Rob Scotton,4.99,80013,Juvenile Fiction,Jul,2014
7968, Don't Disturb the Dinosaurs,Ada Hopper,5.99,80018,Juvenile Fiction,Apr,2016
7969, A Planet for Rent,Yoss,15.99,80023,Fiction,Jul,2015
7970, Hello I Want to Die Please Fix Me: Depression in the First Person,Anna Mehler Paperny,16.95,80030,Biography & Autobiography,Mar,2020
7971," Maisy's Construction Site: Push, Slide, and Play!",Lucy Cousins,9.99,80031,Juvenile Fiction,Sep,2020
7972, The Legend of Korra: Turf Wars Library Edition,Michael Dante DiMartino,39.99,80040,Comics & Graphic Novels,Mar,2019
7973, Wisdom from a Humble Jellyfish: And Other Self-Care Rituals from Nature,Rani Shah,16.99,80041,"Body, Mind & Spirit",Apr,2020
7974, Leonard Freed: Black in White America: 1963-1965,Leonard Freed,59.95,NA,Political Science,Nov,2020
7975, Riots I Have Known,Ryan Chapman,16.0,NA,Fiction,Nov,2020
7976, Evanescent Cities,O'Hare Patrick,45.0,NA,Photography,Nov,2020
7977, Anxiety: Meditations on the anxious mind,School of Life The,19.99,NA,Psychology,Nov,2020
7978, What You Could Have Won,Rachel Genn,15.95,NA,Fiction,Nov,2020
7979, Atlantis: A Journey in Search of Beauty,Carlo Piano,24.0,NA,Biography & Autobiography,Nov,2020
7980, Web and Digital for Graphic Designers,Neil Leonard,39.95,NA,Design,Nov,2020
7981," Tasty Adulting: All Your Faves, All Grown Up: A Cookbook",Tasty,21.0,NA,Cooking,Nov,2020
7982," Critical Encounters: Capitalism, Democracy, Ideas",Wolfgang Streeck,26.95,NA,Political Science,Nov,2020
7983, The Magicians: Alice's Story,Lev Grossman,16.99,NA,Comics & Graphic Novels,Nov,2020
7984, Freedom Summer For Young People: The Violent Season that Made Mississippi Burn and Made America a Democracy,Bruce Watson,22.95,NA,Young Adult Nonfiction,Nov,2020
7985, Under-Earth,Chris Gooch,29.99,NA,Comics & Graphic Novels,Nov,2020
7986, Ming Smith: An Aperture Monograph,Ming Smith,65.0,NA,Art,Nov,2020
7987, A Song for You: My Life with Whitney Houston,Robyn Crawford,16.0,NA,Music,Nov,2020
7988, The Troll Guide,Anders Skoglind,19.99,NA,Fiction,Nov,2020
7989, The Body Politic: A Novel,Brian Platzer,17.0,NA,Fiction,Nov,2020
7990, Little Threats,Emily Schultz,16.0,NA,Fiction,Nov,2020
7991, The Season: A Social History of the Debutante,Kristen Richardson,17.95,NA,Social Science,Nov,2020
7992, Prefecture D: Four Novellas,Hideo Yokoyama,17.0,NA,Fiction,Nov,2020
7993, The Ballad of Tubs Marshfield,Cara Hoffman,16.99,NA,Juvenile Fiction,Nov,2020
7994, Enjoy: Recipes for Memorable Gatherings,Perla Servan-Schreiber,29.95,NA,Cooking,Nov,2020
7995, The Roads to Rome: A Cookbook,Jarrett Wrisley,40.0,NA,Travel,Nov,2020
7996," Different? Not Less: Inspiring Stories of Achievement and Successful Employment from Adults with Autism, Asperger's, and ADHD (Revised & Updated)",Temple Grandin,19.95,NA,Psychology,Nov,2020
7997, On the Go,Hector Dexet,12.99,NA,Juvenile Nonfiction,Nov,2020
7998," Califia Burning: Poems, 2012-2019",Tennessee Reed,17.95,NA,Poetry,Nov,2020
7999, Incredible Archaeology: Inspiring Places from Our Human Past,Paul Bahn,40.0,NA,Religion,Nov,2020
8000, I Am C-3PO - The Inside Story: Foreword by J.J. Abrams,Anthony Daniels,16.99,NA,Fiction,Nov,2020
8001, The Sandman: The Deluxe Edition Book One,Neil Gaiman,49.99,NA,Comics & Graphic Novels,Nov,2020
8002," Una nina llamada Rosita: La Historia de Rita Moreno: iActriz, Cantante, Bailarina, Pionera! A Girl Named Rosita: The Story of Rita Moreno: Actor, Singer, Dancer, Trailblazer! (Spanish edition)",Anika Aldamuy Denise,17.99,NA,Juvenile Nonfiction,Nov,2020
8003, Play: Images of Music,Rankin,45.0,NA,Music,Nov,2020
8004, Serena Says,Tanita S Davis,16.99,NA,Juvenile Fiction,Nov,2020
8005, As I Descended,Robin Talley,10.99,NA,Young Adult Fiction,Nov,2020
8006, Behind the Album,Sandu Publications,49.95,NA,Music,Oct,2020
8007, The Food Almanac: Recipes and Stories for A Year at the Table,Miranda York,24.95,NA,Cooking,Oct,2020
8008, Encounters and Destinies: A Farewell to Europe,Stefan Zweig,16.95,NA,History,Oct,2020
8009, Danny Lyon: The Destruction of Lower Manhattan,Danny Lyon,50.0,NA,Photography,Oct,2020
8010, Perfect Strangers: New York City Street Photographs,Melissa O'Shaughnessy,50.0,NA,Photography,Oct,2020
8011, Even More Fantastic Failures: True Stories of People Who Changed the World by Falling Down First,Luke Reynolds,12.99,NA,Juvenile Nonfiction,Oct,2020
8012, Starcrossed,Julia Denos,18.99,NA,Juvenile Fiction,Oct,2020
8013, Not So Pure and Simple,Lamar Giles,10.99,9226,Young Adult Fiction,Oct,2020
8014, Chernobyl: A Stalkers' Guide,Darmon Richter,34.95,NA,Photography,Oct,2020
8015," A Kick in the Belly: Women, Slavery and Resistance",Stella Abasa Dadzie,24.95,NA,Social Science,Oct,2020
8016," Milk, Spice and Curry Leaves: Hill Country Recipes from the Heart of Sri Lanka",Ruwanmali Samarakoon-Amunugama,30.0,NA,Cooking,Oct,2020
8017, Kensington Quartet,Zulfikar Ghose,15.95,NA,Fiction,Oct,2020
8018, Tithe: A Modern Faerie Tale,Holly Black,11.99,NA,Young Adult Fiction,Oct,2020
8019, Vogue: Fantasy & Fashion,Vogue editors,100.0,NA,Photography,Oct,2020
8020, More Than Just a House: At Home with Collectors and Creators,Alex Eagle,50.0,NA,Design,Oct,2020
8021, Eva's Man,Gayl Jones,14.95,NA,Fiction,Oct,2020
8022," L.E.L.: The Lost Life and Mysterious Death of the ""Female Byron""",Lucasta Miller,20.0,NA,Literary Criticism,Oct,2020
8023, Hazel's Theory of Evolution,Lisa Jenn Bigelow,7.99,NA,Juvenile Fiction,Oct,2020
8024, Robert Capa: Death in the Making,Robert Capa,45.0,NA,Photography,Oct,2020
8025, Negotiations,Destiny O Birdsong,16.95,15159,Poetry,Oct,2020
8026, Little Book of Lager: A Guide to the World's Most Popular Style of Beer,Melissa Cole,14.99,NA,Cooking,Oct,2020
8027," Moleskine Limited Edition Notebook Year of the Ox, Large, Gold, Plain (5 x 8.25)",Moleskine,27.95,NA,Stationery,Oct,2020
8028," 2021 Moleskine Weekly Planner, 12M, Pocket, Bougainvillea Pink, Hard Cover (3.5 x 5.5)",Moleskine,17.95,NA,Calendars,Oct,2020
8029," 2021 Moleskine Monthly Planner, 12M, Pocket, Black, Soft Cover (3.5 x 5.5)",Moleskine,17.95,NA,Calendars,Oct,2020
8030, Cooking with Antonio Guida,Antonio Guida,50.0,NA,Cooking,Oct,2020
8031, Man Ray: Woman: The Seductions of Photography,Man Ray,35.0,NA,Photography,Oct,2020
8032, New York Visual Notebook,Paul Norton,14.95,NA,Photography,Oct,2020
8033, Philadelphia Fire: A Novel,John Edgar Wideman,17.0,NA,Fiction,Oct,2020
8034, Night Train,David Quantick,14.95,NA,Fiction,Oct,2020
8035, Mid-Century Modern Women in the Visual Arts,Gloria Fowler,24.95,NA,Art,Oct,2020
8036," What Do You Want, Little Friend?",Marianne Dubuc,8.95,NA,Juvenile Fiction,Oct,2020
8037, The Connected Parent: An Expert Guide to Parenting in a Digital World,John Palfrey,28.0,NA,Computers,Oct,2020
8038, Pantry to Plate: Kitchen Staples for Simple and Easy Cooking 70 weeknight recipes using go-to ingredients,Emily Stephenson,19.95,NA,Cooking,Oct,2020
8039, Out!: How to Be Your Authentic Self,Miles McKenna,19.99,NA,Young Adult Nonfiction,Oct,2020
8040, Tristan Strong Destroys the World 6-Copy,Kwame Mbalia,107.94,NA,Juvenile Fiction,Oct,2020
8041, Pietro Cicognani: Architecture & Design,Karen Bruno,70.0,NA,Design,Oct,2020
8042, Vogue: Postcards from Home: Creativity in a Time of Crisis,Editors of Vogue The,36.95,NA,Photography,Oct,2020
8043, Louise Bourgeois,Maria Isabel Sanchez Vegara,15.99,NA,Juvenile Nonfiction,Oct,2020
8044, The Adaptogenic Herbal Kitchen: More Than 65 Easy Recipes and Remedies That Protect and Heal,Caroline Hwang,15.99,NA,Cooking,Oct,2020
8045, A Passport to Pastries! #3,Veera Hiranandani,6.99,NA,Juvenile Fiction,Oct,2020
8046," TBH #5: TBH, I Feel the Same",Lisa Greenwald,9.99,NA,Juvenile Fiction,Oct,2020
8047, Blackballed: The Black Vote and US Democracy: With a New Essay,Darryl Pinckney,14.95,NA,Political Science,Oct,2020
8048," Moleskine Limited Edition Notebook Year of the Ox, Large, Red, Ruled (5 x 8.25)",Moleskine,27.95,NA,Stationery,Sep,2020
8049, Skate Like a Girl,Carolina Amell,40.0,NA,Self-Help,Sep,2020
8050, Yayoi Kusama,Yayoi Kusama,35.0,NA,Art,Sep,2020
8051, Forgotten Work,Jason Guriel,14.95,NA,Fiction,Sep,2020
8052," ¡Gracias, Omu! (Thank You, Omu!)",Oge Mora,18.99,NA,Juvenile Fiction,Sep,2020
8053, A Field Guide to Post-Punk & New Wave,Steve Wide,14.95,NA,Music,Sep,2020
8054, Fodor's New York 25 Best 2021,Fodor's Travel Guides,13.99,NA,Travel,Sep,2020
8055, Forward Me Back to You,Mitali Perkins,10.99,NA,Young Adult Fiction,Sep,2020
8056, The Math Campers: Poems,Dan Chiasson,27.0,NA,Poetry,Sep,2020
8057, Kakemono: Five Centuries of Japanese Painting: The Perino Collection,Matthi Forrer,40.0,NA,Art,Sep,2020
8058, The Distance,Ivan Vladislavic,20.0,NA,Fiction,Sep,2020
8059, Alice: Curioser and Curioser,Kate Bailey,50.0,NA,Art,Sep,2020
8060, Posi Vibes Fortune-Telling Dice,Rose Lazar,18.95,NA,Toys & Plush,Sep,2020
8061," Loaf Story: A love-letter to bread, with recipes",Tim Hayward,24.99,NA,Cooking,Sep,2020
8062, Reaching Mithymna: Among the Volunteers and Refugees on Lesvos,Steven Heighton,16.95,NA,Travel,Sep,2020
8063," Audience of One: Trump, Television, and the Fracturing of America",James Poniewozik,17.95,NA,Performing Arts,Sep,2020
8064, Baby Loves Political Science: Justice!,Ruth Spiro,8.99,NA,Juvenile Nonfiction,Sep,2020
8065, Quill Soup: A Stone Soup Story,Alan Durant,16.99,NA,Juvenile Fiction,Sep,2020
8066, Fizz: 80 Joyful Cocktails and Mocktails for Every Occasion,Olly Smith,18.99,NA,Cooking,Sep,2020
8067, Pavi Sharma's Guide to Going Home,Bridget Farr,7.99,NA,Juvenile Fiction,Sep,2020
8068, How to Grow Your Dinner: Without Leaving the House,Claire Ratinon,16.99,NA,Gardening,Sep,2020
8069, Ancient Bones: Unearthing the Astonishing New Story of How We Became Human,Madelaine Bohme,28.95,NA,History,Sep,2020
8070, The Blue Wings,Jef Aerts,17.99,NA,Juvenile Fiction,Sep,2020
8071," Whole Grain Sourdough at Home: The Simple Way to Bake Artisan Bread with Whole Wheat, Einkorn, Spelt, Rye and Other Ancient Grains",Elaine Boddy,21.99,NA,Cooking,Sep,2020
8072, Kate DiCamillo: Six Classic Novels,Kate DiCamillo,47.94,NA,Juvenile Fiction,Sep,2020
8073, Evelyn Del Rey se muda,Meg Medina,17.99,NA,Juvenile Fiction,Sep,2020
8074," The Most Spectacular Restaurant in the World: The Twin Towers, Windows on the World, and the Rebirth of New York",Tom Roston,18.0,NA,History,Sep,2020
8075, Field Trip to the Ocean Deep,John Hare,17.99,NA,Juvenile Fiction,Sep,2020
8076, Further News of Defeat: Stories,Michael X Wang,17.95,NA,Literary Collections,Sep,2020
8077, Aegean: Recipes from the Mountains to the Sea,Marianna Leivaditaki,35.0,NA,Travel,Sep,2020
8078," LULU: (Collage Art Book, Contemporary Female Artist Book)",Lulu De Kwiatkowski,29.95,NA,Art,Sep,2020
8079," ABC for Me: ABC What Can I Be?: YOU can be anything YOU want to be, from A to Z",Sugar Snap Studio,16.99,NA,Juvenile Nonfiction,Sep,2020
8080, Suitor,Joshua Rivkin,16.95,NA,Poetry,Sep,2020
8081," Dear Ally, How Do You Write a Book?",Ally Carter,12.99,NA,Young Adult Nonfiction,Sep,2020
8082, Hanukkah Bear,Eric A Kimmel,7.99,NA,Juvenile Fiction,Sep,2020
8083," The Patient's Checklist: 10 Simple Hospital Checklists to Keep You Safe, Sane, and Organized",Elizabeth Bailey,15.99,NA,Health & Fitness,Sep,2020
8084, The World's Poorest President Speaks Out,Kusaba Yoshimi,16.95,NA,Juvenile Nonfiction,Aug,2020
8085, Animalia: A Novel,Jean-Baptiste Del Amo,17.0,NA,Fiction,Aug,2020
8086, The Finance Curse: How Global Finance is Making Us All Poorer,Nicholas Shaxson,17.0,NA,Business & Economics,Aug,2020
8087, Jacques Henri Lartigue: The Invention of Happiness: Photographs,Jacques Henri Lartigue,45.0,NA,Photography,Aug,2020
8088, Henri Cartier-Bresson: Le Grand Jeu,Henri Cartier-Bresson,65.0,NA,Photography,Aug,2020
8089," Solitude & Company: The Life of Gabriel Garcia Marquez Told with Help from His Friends, Family, Fans, Arguers, Fellow Pranksters, Drunks, and a Few Respectable Souls",Silvana Paternostro,19.95,NA,History,Aug,2020
8090, Dark Was the Night: Blind Willie Johnson's Journey to the Stars,Gary Golio,17.99,NA,Juvenile Nonfiction,Aug,2020
8091, Conversations with Chimamanda Ngozi Adichie,Daria Tunca,25.0,NA,Literary Criticism,Aug,2020
8092," Covert Cows and Chick-fil-A: How Faith, Cows, and Chicken Built an Iconic Brand",Steve Robinson,18.99,NA,Business & Economics,Aug,2020
8093, Cy Twombly: Making Past Present,Cy Twombly,65.0,NA,Art,Aug,2020
8094, Exploring Degrowth: A Critical Guide,Vincent Liegey,22.95,NA,Business & Economics,Aug,2020
8095, The Gift of Gab: 65 Fun Games and Activities to Help Encourage Speech Development in Your Child,Francine Davids,16.99,NA,Education,Aug,2020
8096, The End of the World and Beyond,Avi,8.95,NA,Juvenile Fiction,Aug,2020
8097, Florence and Her Fantastic Family Tree,Judy Gilliam,16.99,NA,Juvenile Fiction,Aug,2020
8098, Marilyn Monroe: The Private Life of a Public Icon,Charles Casillo,18.99,NA,Biography & Autobiography,Aug,2020
8099, The Sun on My Head: Stories,Geovani Martins,16.0,NA,Fiction,Aug,2020
8100, Is There Still Sex in the City?,Candace Bushnell,16.0,NA,Fiction,Aug,2020
8101, The Second Wife: A Novel,Rebecca Fleet,26.0,NA,Fiction,Aug,2020
8102, DK Eyewitness New York City Mini Map and Guide,Eyewitness DK,8.99,NA,Travel,Aug,2020
8103, Food Futures: Experimental Food Design,Gemma Warriner,34.95,NA,Design,Aug,2020
8104, sick,Jody Chan,16.95,79872,Poetry,Aug,2020
8105, Steve McQueen,Clara Kim,35.0,NA,Performing Arts,Aug,2020
8106, The Plant Protein Revolution Cookbook: Supercharge Your Body with More Than 85 Delicious Vegan Recipes Made with Protein-Rich Plant-Based Ingredients,Robin Robertson,26.99,NA,Cooking,Aug,2020
8107, Out and About with Mitchell and Dad,Hallie Durand,4.99,NA,Juvenile Fiction,Aug,2020
8108, Waisted: A Novel,Randy Susan Meyers,16.99,NA,Fiction,Aug,2020
8109," Good for You: Bold Flavors with Benefits. 100 recipes for gluten-free, dairy-free, vegetarian, and vegan diets",Akhtar Nawab,29.95,NA,Cooking,Aug,2020
8110," Grace Will Lead Us Home: The Charleston Church Tragedy and the Hard, Inspiring Journey to Forgiveness",Jennifer Berry Hawes,17.99,NA,Social Science,Aug,2020
8111," One Lark, One Horse: Poems",Michael Hofmann,16.0,NA,Poetry,Aug,2020
8112, Inventing the Abbotts: And Other Stories,Sue Miller,16.99,NA,Fiction,Aug,2020
8113, Before March Madness: The Wars for the Soul of College Basketball,Kurt Edward Kemper,24.95,NA,History,Aug,2020
8114," Trent's Last Case (Philip Trent, Book 1)",E C Bentley,12.99,NA,Fiction,Aug,2020
8115, In Focus Numerology: Your Personal Guide - Includes an 18x24-inch Wall Chart,Sasha Fenton,19.99,NA,"Body, Mind & Spirit",Aug,2020
8116, Passing,Nella Larsen,14.0,NA,Fiction,Aug,2020
8117, The Secret of You and Me: A Novel,Melissa Lenhardt,27.99,NA,Fiction,Aug,2020
8118, Red Speedo: A Play,Lucas Hnath,15.0,NA,Drama,Aug,2020
8119, No Fuzzball!,Isabella Kung,14.99,NA,Juvenile Fiction,Aug,2020
8120, Inferno: A Memoir of Motherhood and Madness,Catherine Cho,26.99,NA,Family & Relationships,Aug,2020
8121, The Long Accomplishment: A Memoir of Hope and Struggle in Matrimony,Rick Moody,17.99,NA,Family & Relationships,Aug,2020
8122, Twilight of Democracy: The Seductive Lure of Authoritarianism,Anne Applebaum,27.0,NA,History,Aug,2020
8123, More Than Just a Pretty Face,Syed M Masood,17.99,NA,Young Adult Fiction,Aug,2020
8124, The Beggar's Pawn: A Novel,John L'Heureux,16.0,NA,Fiction,Aug,2020
8125, Axel la camioneta: Un camino rocoso: Axel the Truck: Rocky Road (Spanish edition),J D Riley,4.99,NA,Juvenile Fiction,Aug,2020
8126, Axel la camioneta: Una carrera en la playa: Axel the Truck: Beach Race (Spanish edition),J D Riley,4.99,NA,Juvenile Fiction,Aug,2020
8127, Friendship List #4: 13 and 3/4,Lisa Greenwald,16.99,NA,Juvenile Fiction,Aug,2020
8128, Understanding David Foster Wallace,Marshall Boswell,19.99,NA,Philosophy,Jul,2020
8129, Work,Brandon Brown,17.5,NA,Poetry,Jul,2020
8130, My Parents: An Introduction / This Does Not Belong to You,Aleksandar Hemon,18.0,NA,Family & Relationships,Jul,2020
8131, Lotharingia: A Personal History of Europe's Lost Country,Simon Winder,21.0,NA,History,Jul,2020
8132, Grayson Perry,Jacky Klein,45.0,NA,Art,Jul,2020
8133, Maggie Brown & Others: Stories,Peter Orner,16.99,NA,Fiction,Jul,2020
8134," Chican@ Artivistas: Music, Community, and Transborder Tactics in East Los Angeles",Martha Gonzalez,29.95,NA,Social Science,Jul,2020
8135, Mansour's Eyes,Ryad Girod,15.95,NA,Fiction,Jul,2020
8136, Rooted in the Hood: An Intimate Portrait of New York City's Community Gardens,Anna Angelidakis,30.0,NA,Architecture,Jul,2020
8137, The Emotional Load: And Other Invisible Stuff,Emma,19.95,72476,Family & Relationships,Jul,2020
8138, The Weil Conjectures: On Math and the Pursuit of the Unknown,Karen Olsson,17.0,NA,Mathematics,Jul,2020
8139, Birthday: A Novel,Meredith Russo,10.99,NA,Young Adult Fiction,Jul,2020
8140, Riding with the Ghost: A Memoir,Justin Taylor,27.0,NA,Social Science,Jul,2020
8141, The Beauty of Living: E. E. Cummings in the Great War,Alison Rosenblitt,35.0,NA,Literary Criticism,Jul,2020
8142, Whatever Works: The Small Cues That Make a Surprising Difference in Our Success at Work-and How to Create a Happier Office,Thalma Lobel,16.95,NA,Business & Economics,Jul,2020
8143, Seymour Chwast: Inspiration and Process in Design,Steven Heller,24.95,NA,Art,Jul,2020
8144," Asterix Omnibus #2: Collects Asterix the Gladiator, Asterix and the Banquet, and Asterix and Cleopatra",Rene Goscinny,22.99,NA,Juvenile Fiction,Jul,2020
8145, Disposable City: Miami's Future on the Shores of Climate Catastrophe,Mario Alejandro Ariza,28.0,NA,Political Science,Jul,2020
8146," Exposure: Poisoned Water, Corporate Greed, and One Lawyer's Twenty-Year Battle against DuPont",Robert Bilott,18.0,NA,Law,Jul,2020
8147, Other People's Pets: A Novel,R L Maizes,26.99,NA,Fiction,Jul,2020
8148, Enchantment: A Novel,Daphne Merkin,17.0,NA,Fiction,Jul,2020
8149, One More Croissant for the Road,Felicity Cloake,17.99,NA,Travel,Jul,2020
8150, One Year of Ugly: A Novel,Caroline Mackenzie,26.0,NA,Fiction,Jul,2020
8151, Gatecrasher: How I Helped the Rich Become Famous and Ruin the World,Ben Widdicombe,27.0,NA,Humor,Jul,2020
8152, The Sky is Blue with a Single Cloud,Kuniko Tsurita,29.95,NA,Comics & Graphic Novels,Jul,2020
8153, Artifact,Arlene Heyman,27.0,NA,Fiction,Jul,2020
8154," Democracy, If We Can Keep It: The ACLU's 100-Year Fight for Rights in America",Ellis Cose,29.99,NA,History,Jul,2020
8155, The Magic Eraser #1,Aaron Starmer,8.99,NA,Juvenile Fiction,Jul,2020
8156, Friendship List #3: 13 and Counting,Lisa Greenwald,7.99,NA,Juvenile Fiction,Jul,2020
8157, Reservoir Year: A Walker's Book of Days,Nina Shengold,24.95,NA,Biography & Autobiography,Jul,2020
8158, Art =: Discovering Infinite Connections in Art History,The Metropolitan Museum of Art,75.0,NA,Art,Jul,2020
8159, Child Star,Brian Box Brown,19.99,NA,Humor,Jun,2020
8160, Summertime: George Gershwin's Life in Music,Richard Crawford,21.95,NA,Music,Jun,2020
